日/ひ	ガ格	続く/つづく
父/ちち	ノ格	手術/しゅじゅつ
手術/しゅじゅつ	未格	終わる/おわる
無事だ/ぶじだ	連用	終わる/おわる
終わる/おわる	連用	ホッと/ほっと+する/する~テ形+ます/ます
少し/すこし	連用	ホッと/ほっと+する/する~テ形+ます/ます
ネット/ねっと	ヲ格	見る/みる~テ形+いる/いる
見る/みる	連用	有る/ある
時々/ときどき	連用	成る/なる
気/き	ニ格	成る/なる
成る/なる?鳴る/なる	連格	船宿/ふなやど
船宿/ふなやど	ガ格	有る/ある
最近/さいきん	デ格	丸/まる
相浜/相浜+港/こう	ノ格	丸/まる
何/なに	ガ格	成る/なる
気/き	ニ格	成る/なる
成る/なる?鳴る/なる	複合辞連用	安定/あんてい+する/する~テ形+いる/いる
いつ/いつ	無格	見る/みる
見る/みる	連用	安定/あんてい+する/する~テ形+いる/いる
オニカサゴ/オニカサゴ	ノ格	釣果/釣果
釣果/釣果	ガ格	安定/あんてい+する/する~テ形+いる/いる
地震/じしん	ノ格	被害/ひがい+額/がく
被害/ひがい+額/がく	未格	膨らむ/ふくらむ
現在/げんざい	無格従属:-1	膨らむ/ふくらむ
本部/ほんぶ	ノ格	纏め/まとめv
纏め/まとめv	デ格	膨らむ/ふくらむ
２６４億/２６４億+円/えん	ニ格	膨らむ/ふくらむ
依然たる/いぜんたる	連用	拡大/かくだい+する/する~テ形+いる/いる
農林/のうりん	連体	関係/かんけい
関係/かんけい	ヲ格	する/する
中心/ちゅうしん	連用	拡大/かくだい+する/する~テ形+いる/いる
被害/ひがい	ガ格	拡大/かくだい+する/する~テ形+いる/いる
生活/せいかつ+者/しゃ	未格	数える/かぞえる
奥州/おうしゅう+市/し	ノ格	世帯/せたい
世帯/せたい	隣	４/よん+人/にん
４/よん+人/にん	ガ格	減る/へる
減る/へる	連格	もの/もの
もの/もの	連用	数える/かぞえる
９５/９５+人/にん	ヲ格	数える/かぞえる
店舗/てんぽ	ト格	する/する
する/する	連用	リニューアル/りにゅーある
別館/べっかん	未格	生まれ変わる/うまれかわる
中古/ちゅうこ+品/ひん	ノ格	専門/せんもん+店/てん
買い取り/かいとりv	ト格	販売/はんばい
販売/はんばい	ト格	専門/せんもん+店/てん
専門/せんもん+店/てん	ニ格	生まれ変わる/うまれかわる
一同/いちどう	連体	心/こころ
心/こころ	ヨリ格	待つ/まつ+する/する~テ形+居る/おる
来店/らいてん	ヲ格	待つ/まつ+する/する~テ形+居る/おる
登記/とうき	同格未格	電話/でんわ+下さる/くださる
気軽だ/きがるだ	連用	電話/でんわ+下さる/くださる
身近だ/みぢかだ	連格	街/まち
街/まち	ノ格	法律/ほうりつ+家/か
法律/ほうりつ+家/か	ト格	する/する
する/する	連用	対応/たいおう
迅速だ/じんそくだ	連用	対応/たいおう
整理/せいり	ノ格	相談/そうだん
相談/そうだん	未格	無料/むりょう
生命/せいめい	未格	利用/りよう+する/する~テ形+いる/いる
光/ひかり	ヲ格	利用/りよう+する/する~テ形+いる/いる
色々だ/いろいろだ	連格	方法/ほうほう
方法/ほうほう	デ格	利用/りよう+する/する~テ形+いる/いる
私/わたし	ニトル	重要だ/じゅうようだ
最も/もっとも	連用	重要だ/じゅうようだ
重要だ/じゅうようだ	未格	視覚/しかく
私/わたし	ノ格	細胞/さいぼう
細胞/さいぼう	ガ格	感じる/かんじる+こと/こと+出来る/できる
感じる/かんじる	連格	領域/りょういき
領域/りょういき	ノ格	光/ひかり
光/ひかり	ニヨル	把握/はあく+出来る/できる
周り/まわり	ノ格	状況/じょうきょう
状況/じょうきょう	ヲ格	把握/はあく+出来る/できる
龍馬/りょうま	ノ格	千鶴/ちず
千鶴/ちず	ノ格	夫/おっと
夫/おっと	連用	当たる/あたる
龍馬/りょうま	ノ格	義兄/ぎけい
義兄/ぎけい	ニ格	当たる/あたる
龍馬/りょうま	ノ格	思想/しそう
思想/しそう	ニ格	与える/あたえる
大きい/おおきい	連用	与える/あたえる
影響/えいきょう	ヲ格	与える/あたえる
与える/あたえる	ト格	言う/いう+れる/れる~テ形+いる/いる
順蔵/順蔵	ノ格	門下/もんか
門下/もんか	ニ格	居る/いる
慎太郎/しんたろう	連体	英吉/英吉
英吉/英吉	連体	斧太郎/斧太郎
斧太郎/斧太郎	ガ格	居る/いる
長野/ながの	ノ格	温泉/おんせん
温泉/おんせん	ヲ格	紹介/しょうかい
情報/じょうほう	ノ格	掲載/けいさい
掲載/けいさい	未格	無料/むりょう
関係/かんけい+者/しゃ	ノ格	皆様/みなさま
皆様/みなさま	連体	方/かた
読者/どくしゃ	ノ格	方/かた
方/かた	連体	協賛/きょうさん
協賛/きょうさん	未格	願う/ねがう+する/する
こちら/こちら	未格	チカアン/チカアン
セブ/セブ+市/し	ニ格	有る/ある
有る/ある	連格	料理/りょうり+店/てん
人気/にんき	ノ格	料理/りょうり+店/てん
料理/りょうり+店/てん	同格連体	チカアン/チカアン
こちら/こちら	隣	人気/にんき
人気/にんき	ノ格	レストラン/れすとらん
レストラン/れすとらん	連用	ベストだ/べすとだ
予約/よやく	ヲ格	する/する~テ形+おく/おく
する/する	連格	事/こと
事/こと	ガ格	ベストだ/べすとだ
料理/りょうり	未格	美味しい/おいしい
美味しい/おいしい	連用	店/みせ
値段/ねだん	未格	安い/やすい
安い/やすい	連用	店/みせ
ススメ/すすめ	ノ格	出来る/できる
出来る/できる	連格	店/みせ
簿記/ぼき	ノ格	知識/ちしき
知識/ちしき	ヲ格	持つ/もつ
持つ/もつ	連格	方/かた
方/かた	未格	行える/おこなえる
会計/かいけい	連用	行える/おこなえる
簡単だ/かんたんだ	連用	行える/おこなえる
業務/ぎょうむ	ヲ格	行える/おこなえる
自社/じしゃ	デ格	行える/おこなえる
自社/じしゃ	デ格	行う/おこなう
行う/おこなう	連格	こと/こと
こと/こと	デ格	判断/はんだん+出来る/できる
客/きゃく	ノ格	管理/かんり
管理/かんり	ガ格	判断/はんだん+出来る/できる
タイム/たいむ	ニ格	判断/はんだん+出来る/できる
学校/がっこう	ノ格	講師/こうし
講師/こうし	ノ格	経験/けいけん
経験/けいけん	ヲ格	生かす/いかす
生かす/いかす	連用	支援/しえん
親切/しんせつa	未格	丁寧だ/ていねいだ
丁寧だ/ていねいだ	連用	支援/しえん
図書/としょ+館/かん	未格	オープン/おーぷん
平成/へいせい	隣	２１/２１+年/ねん
２１/２１+年/ねん	隣	５/ご+月/がつ
５/ご+月/がつ	隣	１/いち+日/にち
１/いち+日/にち	ニ格	オープン/おーぷん
バンク/ばんく	ト格	する/する
する/する	連用	充実/じゅうじつ
雑誌/ざっし	ノ格	提供/ていきょう
提供/ていきょう	ヲ格	する/する
中心/ちゅうしん	連用	充実/じゅうじつ
サービス/さーびす	ヲ格	充実/じゅうじつ
更に/さらに	連用	充実/じゅうじつ
詳しい/くわしい	連用	御覧/ごらん
こちら/こちら	ヲ格	御覧/ごらん
アタマ/アタマ?頭/あたま	ノ格	先発/せんぱつ
先発/せんぱつ	未格	成る/なる~テ形+いる/いる
ラズナー/らずなー	連体	相手/あいて
相手/あいて	未格	成る/なる~テ形+いる/いる
陽/はる	ト格	成る/なる~テ形+いる/いる
そこ/そこ	デ格	掲載/けいさい
ラズナー/らずなー	ト格	ホークス/ホークス
ホークス/ホークス	ノ格	成績/せいせき
成績/せいせき	ヲ格	掲載/けいさい
ラズナー/らずなー	未格	登板/とうばん
今季/こんき	無格	登板/とうばん
ソフトバンク/そふとばんく+戦/せん	ニ格	登板/とうばん
下記/かき	ノ格	登板/とうばん
登板/とうばん	連用	残す/のこす~テ形+いる/いる
２/に+敗/はい	ノ格	防御/ぼうぎょ+率/りつ
防御/ぼうぎょ+率/りつ	隣	２．５７/２．５７
２．５７/２．５７	ノ格	成績/せいせき
成績/せいせき	ヲ格	残す/のこす~テ形+いる/いる
福山/ふくやま+市/し	ノ格	都市/とし
都市/とし	同格連体	タクロバン/タクロバン+市/し
タクロバン/タクロバン+市/し	ノ格	訪問/ほうもん+団/だん
訪問/ほうもん+団/だん	ガ格	訪れる/おとずれる
２９/２９+日/にち	無格	訪れる/おとずれる
提携/ていけい	隣	周年/しゅうねん
周年/しゅうねん	複合辞連用	訪れる/おとずれる
初めて/はじめて	連用	訪れる/おとずれる
福山/ふくやま+市/し	ヲ格	訪れる/おとずれる
市長/しちょう	ト格	両/りょう+市/し
両/りょう+市/し	ノ格	促進/そくしん
促進/そくしん	ヲ格	確認/かくにん+する/する+合う/あう
訪問/ほうもん+団/だん	未格	訪れる/おとずれる
市議/しぎ	ト格	人/にん
７/なな+人/にん	連用	訪れる/おとずれる
この/この	連体	日/ひ
日/ひ	未格	訪れる/おとずれる
役所/やくしょ	ヲ格	訪れる/おとずれる
全国/ぜんこく	ノ格	店舗/てんぽ
店舗/てんぽ	デ格	実施/じっし+する/する~テ形+いる/いる
活動/かつどう	ヲ格	実施/じっし+する/する~テ形+いる/いる
客/きゃく	カラ格	預かる/あずかる+する/する
預かる/あずかる	連格	募金/ぼきん
募金/ぼきん	複合辞連用	活動/かつどう
活動/かつどう	ニ格	取り組む/とりくむ
グループ/ぐるーぷ	ノ格	総力/そうりょく
総力/そうりょく	ヲ格	挙げる/あげる
上げる/あげる?挙げる/あげる?揚げる/あげる	連用	取り組む/とりくむ
花/はな	ノ格	運動/うんどう
運動/うんどう	連体	募金/ぼきん
募金/ぼきん	未格	実施/じっし+する/する~テ形+居る/おる
通年/つうねん	デ格	実施/じっし+する/する~テ形+居る/おる
情報/じょうほう	未格	データベース/でーたべーす
韓国/かんこく	デ格	誇る/ほこる
最大だ/さいだいだ	連格	部数/ぶすう
部数/ぶすう	ヲ格	誇る/ほこる
誇る/ほこる	連格	日刊/にっかん+紙/し
日刊/にっかん+紙/し	同格連体	日報/にっぽう
日報/にっぽう	ノ格	データベース/でーたべーす
日報/にっぽう	ガ格	掲載/けいさい
掲載/けいさい	連格	文化/ぶんか
文化/ぶんか	同格未格	分野/ぶんや
多方面だ/たほうめんだ	連格	分野/ぶんや
分野/ぶんや	連体	記事/きじ
主だった/おもだった	連体	記事/きじ
記事/きじ	ヲ格	収録/しゅうろく+する/する~テ形+いる/いる
取る/とる	連用	収録/しゅうろく+する/する~テ形+いる/いる
本文/ほんぶん	ガ格	収録/しゅうろく+する/する+れる/れる~テ形+居る/おる
収録/しゅうろく	連用	提供/ていきょう
それぞれ/それぞれ	連用	訳す/やくす
日本/にほん+語/ご	ニ格	訳す/やくす
訳す/やくす	連用	提供/ていきょう
女性/じょせい	隣	岩/がん?癌/がん?眼/がん?雁/がん
岩/がん?癌/がん?眼/がん?雁/がん	連体	男性/だんせい
男性/だんせい	隣	岩/がん?癌/がん?眼/がん?雁/がん
岩/がん?癌/がん?眼/がん?雁/がん	ニオク	起こる/おこる
転移/てんい	ガ格	起こる/おこる
多い/おおい	連用	起こる/おこる
転移/てんい	ヲ格	起こす/おこす
起こす/おこす	連用	生ずる/しょうずる
痛み/いたみv	括弧並列	骨折/こっせつ
骨折/こっせつ	括弧並列	血/ち+症/しょう
血/ち+症/しょう	ノ格	問題/もんだい
問題/もんだい	ガ格	生ずる/しょうずる
ゾメタ/ゾメタ	未格	薬剤/やくざい
そうした/そうした	連体	転移/てんい
転移/てんい	複合辞連用	問題/もんだい
問題/もんだい	ヲ格	解決/かいけつ
解決/かいけつ	連用	軽減/けいげん
軽減/けいげん	連格	為/ため
為/ため	連用	開発/かいはつ+する/する+れる/れる
開発/かいはつ	連格	薬剤/やくざい
最近/さいきん+私/わたし	ノ格	モレスキン/モレスキン
モレスキン/モレスキン	ノ格	上/うえ
上/うえ	ヲ格	歩く/あるく~テ形+いく/いく
白熊/しろくま	ガ格	歩く/あるく~テ形+いく/いく
これ/これ	連用	シール/しーる
私/わたし	ノ格	研究/けんきゅう+所/しょ
研究/けんきゅう+所/しょ	デ格	作成/さくせい+する/する~テ形+いる/いる
作成/さくせい	連格	関係/かんけい
関係/かんけい	ノ格	シール/しーる
研究/けんきゅう+者/しゃ	ノ格	生命/せいめい+線/せん
生命/せいめい+線/せん	ノ格	一/いち+つ/つ
一/いち+つ/つ	未格	さ/さ
論文/ろんぶん	ニ格	付く/つく
どれ/どれ	未格	付く/つく
付く/つく?就く/つく?搗く/つく?点く/つく?着く/つく?突く/つく	複合辞連用	情報/じょうほう
情報/じょうほう	連体	さ/さ
猫/ねこ	ト格	同じだ/おなじだ
同じだ/おなじだ	連格	空間/くうかん
空間/くうかん	デ格	寛げる/くつろげる
寛げる/くつろげる	連用	癒す/いやす+れる/れる
猫/ねこ	ニ格	癒す/いやす+れる/れる
癒す/いやす	連格	こと/こと
こと/こと	ヲ格	する/する
目的/もくてき	ト格	する/する
飲食/いんしょく	ガ格	可能だ/かのうだ
可能だ/かのうだ	連用	有る/ある
猫/ねこ	連体	接触/せっしょく
接触/せっしょく	ガ格	可能だ/かのうだ
可能だ/かのうだ	連格	スペース/すぺーす
場所/ばしょ	ト格	スペース/すぺーす
スペース/すぺーす	ガ格	分離/ぶんり+する/する+れる/れる~テ形+いる/いる
分離/ぶんり	連格	店舗/てんぽ
店舗/てんぽ	未格	有る/ある
言う/いう	連用	増える/ふえる~テ形+いる/いる
今/いま	無格	通う/かよう
カフェ/かふぇ	ニ格	通う/かよう
通う/かよう	連格	男子/だんし
男子/だんし	ガ格	増える/ふえる~テ形+いる/いる
部屋/へや	ノ格	インテリア/いんてりあ
インテリア/いんてりあ	ニ格	成る/なる
成る/なる?鳴る/なる	連格	マネキン/まねきん
洋服/ようふく	ヲ格	着せる/きせる+替える/かえる
着せる/きせる	連用	選べる/えらべる
コーディネイト/コーディネイト	ガ格	選べる/えらべる
楽しい/たのしい	連用	選べる/えらべる
ハンドメイド/ハンドメイド	ノ格	趣味/しゅみ
趣味/しゅみ	ノ格	御供/おとも
御供/おとも	ニ格	ぴったりだ/ぴったりだ
今/いま	マデ格	教える/おしえる+する/する
結婚/けっこん	ニ格	辿り着ける/たどりつける
辿り着ける/たどりつける	連格	理由/りゆう
理由/りゆう	ヲ格	教える/おしえる+する/する
幸せだ/しあわせだ	連格	結婚/けっこん
結婚/けっこん	ノ格	為/ため
為/ため	ニ格	有る/ある
先ず/まず	連用	向き合う/むきあう
あなた/あなた	ノ格	内面/ないめん
内面/ないめん	ト格	向き合う/むきあう
向き合う/むきあう	連格	必要/ひつようa
必要/ひつようa	ガ格	有る/ある
幸せ/しあわせa	ヲ格	掴む/つかむ
掴む/つかむ	連格	為/ため
為/ため	連用	話/はなし
全て/すべて	連用	話/はなし
７/なな+つ/つ	ノ格	女神/めがみ
女神/めがみ	ノ格	果実/かじつ
果実/かじつ	ガ格	揃う/そろう
全て/すべて	連用	揃う/そろう
揃う/そろう	連用	向かう/むかう
天使/てんし+界/かい	ニ格	向かう/むかう
南西/なんせい	ニ格	有る/ある
有る/ある	連格	木/き
青い/あおい	連格	木/き
木/き	ヘ格	行く/いく
行く/いく	連用	呼ぶ/よぶ
天/てん	ノ格	箱舟/はこぶね
箱舟/はこぶね	ヲ格	呼ぶ/よぶ
途中/とちゅう	デ格	発生/はっせい
イベント/いべんと	ガ格	発生/はっせい
発生/はっせい	連用	行く/いく
自動/じどう+的だ/てきだ	連用	行く/いく
ナザム/ナザム+村/むら	ヘ格	行く/いく
泉質/せんしつ	未格	有る/ある
温泉/おんせん	デ格	有る/ある
胃腸/いちょう+病/びょう	連体:ヤ	リューマチ/りゅーまち
リューマチ/りゅーまち	連体	婦人/ふじん+病/びょう
婦人/ふじん+病/びょう	ニ格	有る/ある
効果/こうか	ガ格	有る/ある
風呂/ふろ	未格	付く/つく~テ形+いる/いる
風呂/ふろ	ガ格	サウナ/さうな
ジャクジ/ジャクジ	連体	サウナ/さうな
広い/ひろい	連格	浴場/よくじょう
浴場/よくじょう	ニ格	サウナ/さうな
サウナ/さうな	未格	付く/つく~テ形+いる/いる
ゲレンデ/げれんで	ヲ格	眺める/ながめる
眺める/ながめる	連用	過ごせる/すごせる
気分/きぶん	ノ格	タイム/たいむ
タイム/たいむ	ガ格	過ごせる/すごせる
復元/ふくげん	連格	武将/ぶしょう
武将/ぶしょう	ノ格	兜/かぶと
兜/かぶと	ヲ格	試着/しちゃく
陣羽織/じんばおり	連用	試着/しちゃく
試着/しちゃく	連用	する/する~テ形+頂ける/いただける
撮影/さつえい	ヲ格	する/する~テ形+頂ける/いただける
友達/ともだち	連体	一/いち+人/にん
一/いち+人/にん	カラ格	参加/さんか+下さる/くださる
気楽だ/きらくだ	連用	参加/さんか+下さる/くださる
女性/じょせい+用/よう	ノ格	小/しょう+袖/そで
小/しょう+袖/そで	未格	用意/ようい+する/する~テ形+居る/おる
ユーザー/ゆーざー	デ格	作成/さくせい
作成/さくせい	連用	出来る/できる
登録/とうろく	連体	投票/とうひょう
投票/とうひょう	ガ格	出来る/できる
推奨/すいしょう	ト格	投票/とうひょう
投票/とうひょう	複合辞連用	サイト/さいと
サイト/さいと	ノ格	ディレクトリ/でぃれくとり
サーフィン/さーふぃん	連体:ヤ	サイト/さいと
サイト/さいと	ノ格	宣伝/せんでん
宣伝/せんでん	ニ格	活用/かつよう+下さる/くださる
２００４/２００４+年/ねん	隣	２/に+月/がつ
２/に+月/がつ	無格	開院/開院
診療/しんりょう	ヲ格	行う/おこなう~テ形+いる/いる
重点/じゅうてん+的だ/てきだ	連用	行う/おこなう~テ形+いる/いる
行う/おこなう	連格	クリニック/くりにっく
出来る/できる	連用	快適だ/かいてきだ
多く/おおく	ノ格	患者/かんじゃ
患者/かんじゃ	ニ格	快適だ/かいてきだ
快適だ/かいてきだ	連格	生活/せいかつ
生活/せいかつ	ヲ格	送る/おくる~テ形+頂ける/いただける
送る/おくる	連格	様/よう
様/よう	ト格	尽力/じんりょく
エンジェルブル/エンジェルブル	ト格	言う/いう
言う/いう	連用	ブランド/ぶらんど
前半/ぜんはん	ノ格	むけ/むけ
むけ/むけ	ノ格	ブランド/ぶらんど
エンブル/エンブル	ト格	略す/りゃくす+れる/れる
略す/りゃくす	連格	人気/にんき
人気/にんき	連用	ブランド/ぶらんど
話題/わだい	ノ格	ブランド/ぶらんど
ブランド/ぶらんど	ト格	言える/いえる
ポップだ/ぽっぷだ	連用	キュートだ/きゅーとだ
キュートだ/きゅーとだ	連格	スタイル/すたいる
スタイル/すたいる	未格	飾る/かざる~テ形+くれる/くれる
どんな/どんな	連体	シーン/しーん
シーン/しーん	デ格	飾る/かざる~テ形+くれる/くれる
洒落だ/しゃれだ	連用	飾る/かざる~テ形+くれる/くれる
当/とう	連体	サイト/さいと
サイト/さいと	デ格	分かる/わかる
芸能/げいのう+人/じん	ニ	分かる/わかる
分かる/わかる	連格	範囲/はんい
範囲/はんい	デ格	紹介/しょうかい+する/する~テ形+いく/いく+たい/たい
紹介/しょうかい	ト格	思う/おもう
話題/わだい	ノ格	人/ひと
あの/あの	連体	人/ひと
人/ひと	連体:ヤ	人/ひと
もう/もう	連用	見る/みる
すっかり/すっかり?スッカリ/すっかり	連用	見る/みる
見る/みる	連格	人/ひと
人/ひと	未格	紹介/しょうかい+する/する~テ形+いく/いく+たい/たい
紹介/しょうかい	ト格	思う/おもう
誰/だれ	ニ格	聞く/きく
聞く/きく	連用	知る/しる
知る/しる	連格	こと/こと
こと/こと	ガ格	分かる/わかる
分かる/わかる	連格	ネットワーク/ねっとわーく
ネットワーク/ねっとわーく	未格	素晴らしい/すばらしい
口座/こうざ	ト格	する/する
投資/とうし+家/か	ノ格	手続き/てつづき
手続き/てつづき	ヲ格	する/する
簡易だ/かんいだ	連格	もの/もの
もの/もの	ニ格	する/する
する/する	連格	為/ため
為/ため	連体	制度/せいど
口座/こうざ	デ格	行う/おこなう
会社/かいしゃ	ガ格	行う/おこなう
銘柄/めいがら	ノ格	管理/かんり
価額/かがく	連体:ヤ	取得/しゅとく+日/ひ
取得/しゅとく+日/ひ	ノ格	管理/かんり
管理/かんり	ヲ格	行う/おこなう
申告/しんこく	ノ格	時/とき
時/とき	未格	行う/おこなう+こと/こと+出来る/できる
報告/ほうこく+書/しょ	ヲ格	添付/てんぷ
申告/しんこく+書/しょ	ニ格	添付/てんぷ
添付/てんぷ	連格	こと/こと
こと/こと	連用	行う/おこなう+こと/こと+出来る/できる
申告/しんこく	ヲ格	行う/おこなう+こと/こと+出来る/できる
容易だ/よういだ	連用	行う/おこなう+こと/こと+出来る/できる
現在/げんざい	無格	提供/ていきょう+する/する~テ形+いる/いる
サービス/さーびす	ヲ格	提供/ていきょう+する/する~テ形+いる/いる
提供/ていきょう	連格	業者/ぎょうしゃ
業者/ぎょうしゃ	未格	有る/ある
４００/４００+社/しゃ	無格	有る/ある
有る/ある	ト格	言う/いう+れる/れる~テ形+いる/いる
残念/ざんねんa	連用	存在/そんざい
中/なか	ニ格	存在/そんざい
余り/あまり	連用	良心/りょうしん+的だ/てきだ
良心/りょうしん+的だ/てきだ	連格	業者/ぎょうしゃ
業者/ぎょうしゃ	未格	存在/そんざい
ここ/ここ	デ格	伝授/でんじゅ
正しい/ただしい	連格	業者/ぎょうしゃ
業者/ぎょうしゃ	ヲ格	選ぶ/えらぶ
選ぶ/えらぶ	連格	ポイント/ぽいんと
ポイント/ぽいんと	ヲ格	伝授/でんじゅ
責任/せきにん	ヲ格	感じる/かんじる
感じる/かんじる	連用	頑張る/がんばる~テ形+いる/いる
保育/ほいく+士/し	ト格	する/する
する/する	連用	出る/でる
初めて/はじめて	連用	出る/でる
社会/しゃかい	ニ格	出る/でる
出る/でる	連格	一/いち+年/ねん
一/いち+年/ねん	ノ格	こと/こと
こと/こと	ガ格	思う/おもう
